quarter,country,category,unit_price_usd,discount_pct,discounted_price_usd,revenue_usd,unit_price_usd_is_outlier,discounted_price_usd_is_outlier,revenue_usd_is_outlier
Q2,Finland,iPhone,677.39,0,677.39,677.39,0,0,0
Q3,Finland,Accessories,93.51,7,86.96,347.84,0,0,0
Q3,Finland,iPad,778.57,0,778.57,778.57,0,0,0
Q3,Finland,Mac,1159.13,5,1101.17,1101.17,0,0,0
Q3,Finland,iPhone,1081.78,0,1081.78,1081.78,0,0,0
Q3,Finland,Accessories,124.38,0,124.38,124.38,0,0,0
Q4,Finland,iPad,481.76,0,481.76,481.76,0,0,0
Q1,Finland,iPad,558.67,5,530.74,1061.48,0,0,0
Q1,Finland,Mac,2125.7475000000004,2,2053.9725,3912.29,1,1,1
Q2,Finland,Apple Watch,407.35,7,378.84,1136.52,0,0,0
Q3,Finland,iPhone,402.84,10,362.56,362.56,0,0,0
Q3,Finland,Mac,1257.45,10,1131.71,3912.29,0,0,1
Q4,Finland,iPad,632.92,0,632.92,1898.76,0,0,0
Q4,Finland,Accessories,30.71,0,30.71,30.71,0,0,0
Q4,Finland,Apple Watch,420.78,3,408.16,408.16,0,0,0
Q4,Finland,iPhone,632.14,3,613.18,1839.54,0,0,0
Q1,Finland,iPhone,737.4,2,722.65,2167.95,0,0,0
Q1,Finland,Mac,1058.49,7,984.4,2953.2,0,0,0
Q2,Finland,Mac,643.98,0,643.98,1287.96,0,0,0
Q2,Finland,Accessories,94.57,10,85.11,85.11,0,0,0
Q2,Finland,iPhone,843.96,2,827.08,1654.16,0,0,0
Q3,Finland,iPhone,890.58,2,872.77,872.77,0,0,0
Q4,Finland,Mac,1069.61,7,994.74,1989.48,0,0,0
Q4,Finland,Accessories,94.98,0,94.98,94.98,0,0,0
Q1,Finland,iPhone,954.92,3,926.27,3912.29,0,0,1
Q1,Finland,Accessories,27.45,5,26.08,26.08,0,0,0
Q1,Finland,Mac,1219.51,0,1219.51,2439.02,0,0,0
Q1,Finland,AirPods,125.94,0,125.94,125.94,0,0,0
Q1,Finland,iPhone,970.22,15,824.69,824.69,0,0,0
Q1,Finland,iPad,1086.23,2,1064.51,2129.02,0,0,0
Q2,Finland,iPhone,1037.54,3,1006.41,3912.29,0,0,1
Q2,Finland,Accessories,29.5,0,29.5,59.0,0,0,0
Q2,Finland,iPad,822.71,10,740.44,1480.88,0,0,0
Q2,Finland,Mac,2064.9,10,1858.41,1858.41,0,0,0
Q2,Finland,iPhone,931.89,0,931.89,931.89,0,0,0
Q3,Finland,iPhone,399.82,7,371.83,743.66,0,0,0
Q3,Finland,iPad,802.93,0,802.93,802.93,0,0,0
Q4,Finland,iPhone,1116.03,10,1004.43,1004.43,0,0,0
Q4,Finland,Accessories,102.93,0,102.93,308.79,0,0,0
Q1,Finland,Accessories,91.15,10,82.04,82.04,0,0,0
Q1,Finland,iPhone,407.59,0,407.59,2445.54,0,0,0
Q2,Finland,iPad,748.45,15,636.18,636.18,0,0,0
Q2,Finland,Mac,1930.34,0,1930.34,3860.68,0,0,0
Q3,Finland,Accessories,102.8,5,97.66,97.66,0,0,0
Q4,Finland,iPhone,1143.34,0,1143.34,1143.34,0,0,0
Q1,Finland,iPhone,649.03,2,636.05,1272.1,0,0,0
Q2,Finland,iPhone,1046.69,2,1025.76,3912.29,0,0,1
Q2,Finland,Accessories,41.44,3,40.2,80.4,0,0,0
Q2,Finland,iPhone,747.97,7,695.61,695.61,0,0,0
Q3,Finland,Mac,1382.42,0,1382.42,1382.42,0,0,0
Q3,Finland,iPhone,958.89,3,930.12,2790.36,0,0,0
Q4,Finland,Accessories,30.19,0,30.19,30.19,0,0,0
Q1,Finland,Mac,562.89,15,478.46,2392.3,0,0,0
Q1,Finland,iPhone,1179.48,15,1002.56,1002.56,0,0,0
Q1,Finland,AirPods,173.63,0,173.63,173.63,0,0,0
Q2,Finland,Accessories,123.28,5,117.12,117.12,0,0,0
Q2,Finland,Accessories,80.24,3,77.83,233.49,0,0,0
Q3,Finland,Accessories,27.48,15,23.36,46.72,0,0,0
Q3,Finland,iPad,536.32,3,520.23,1560.69,0,0,0
Q3,Finland,iPhone,891.82,0,891.82,3912.29,0,0,1
Q3,Finland,Mac,1152.21,3,1117.64,3912.29,0,0,1
Q3,Finland,Mac,1344.0,3,1303.68,2607.36,0,0,0
Q3,Finland,iPhone,952.81,3,924.23,1848.46,0,0,0
Q3,Finland,iPhone,653.21,0,653.21,1959.63,0,0,0
Q3,Finland,Mac,1341.31,0,1341.31,1341.31,0,0,0
Q4,Finland,Mac,2026.17,3,1965.38,1965.38,0,0,0
Q4,Finland,AirPods,178.54,0,178.54,178.54,0,0,0
Q4,Finland,AirPods,230.71,0,230.71,461.42,0,0,0
Q4,Finland,AirPods,231.06,10,207.95,207.95,0,0,0
Q4,Finland,Apple Watch,820.46,7,763.03,763.03,0,0,0
Q4,Finland,iPhone,1004.86,5,954.62,954.62,0,0,0
Q1,Finland,AirPods,136.19,7,126.66,253.32,0,0,0
Q1,Finland,Mac,2125.7475000000004,2,2053.9725,3912.29,1,1,1
Q1,Finland,Accessories,135.57,10,122.01,244.02,0,0,0
Q1,Finland,iPhone,810.59,7,753.85,3015.4,0,0,0
Q1,Finland,iPad,1015.44,10,913.9,2741.7,0,0,0
Q2,Finland,Accessories,120.37,10,108.33,108.33,0,0,0
Q2,Finland,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q3,Finland,Apple Watch,777.69,3,754.36,754.36,0,0,0
Q3,Finland,iPhone,415.41,0,415.41,415.41,0,0,0
Q4,Finland,Apple Watch,808.69,0,808.69,808.69,0,0,0
Q4,Finland,Mac,2125.7475000000004,3,2053.9725,3912.29,1,1,1
Q4,Finland,iPhone,933.99,0,933.99,933.99,0,0,0
Q2,Finland,iPhone,884.33,0,884.33,2652.99,0,0,0
Q3,Finland,AirPods,173.95,10,156.56,156.56,0,0,0
Q3,Finland,iPad,594.03,15,504.93,504.93,0,0,0
Q4,Finland,iPhone,955.86,2,936.74,936.74,0,0,0
Q4,Finland,AirPods,522.5,0,522.5,1045.0,0,0,0
Q1,Finland,iPad,474.05,2,464.57,464.57,0,0,0
Q1,Finland,iPad,518.57,2,508.2,3049.2,0,0,0
Q1,Finland,Accessories,92.14,0,92.14,276.42,0,0,0
Q2,Finland,Apple Watch,824.16,0,824.16,2472.48,0,0,0
Q2,Finland,iPhone,865.73,15,735.87,735.87,0,0,0
Q4,Finland,Apple Watch,259.14,0,259.14,259.14,0,0,0
Q4,Finland,Mac,1293.39,0,1293.39,1293.39,0,0,0
Q4,Finland,Accessories,136.62,0,136.62,136.62,0,0,0
Q2,Finland,Accessories,126.21,0,126.21,252.42,0,0,0
Q2,Finland,Accessories,30.11,0,30.11,90.33,0,0,0
Q3,Finland,AirPods,579.85,5,550.86,1101.72,0,0,0
Q3,Finland,Accessories,92.38,0,92.38,184.76,0,0,0
Q3,Finland,Mac,1046.78,0,1046.78,1046.78,0,0,0
Q4,Finland,Accessories,125.68,10,113.11,113.11,0,0,0
Q2,Finland,iPhone,1127.99,15,958.79,2876.37,0,0,0
Q2,Finland,iPad,462.15,0,462.15,924.3,0,0,0
Q4,Finland,iPhone,1028.82,3,997.96,3912.29,0,0,1
Q4,Finland,iPad,1087.48,0,1087.48,3912.29,0,0,1
Q4,Finland,Accessories,92.33,7,85.87,85.87,0,0,0
Q4,Finland,Accessories,103.74,0,103.74,103.74,0,0,0
Q1,Finland,Accessories,135.51,0,135.51,135.51,0,0,0
Q1,Finland,Accessories,124.82,2,122.32,122.32,0,0,0
Q1,Finland,Accessories,101.25,0,101.25,101.25,0,0,0
Q1,Finland,AirPods,578.57,2,567.0,1701.0,0,0,0
Q2,Finland,Mac,1042.4,0,1042.4,1042.4,0,0,0
Q2,Finland,Mac,2125.7475000000004,5,2053.9725,3912.29,1,1,1
Q2,Finland,AirPods,252.52,7,234.84,234.84,0,0,0
Q3,Finland,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q3,Finland,iPhone,1114.57,0,1114.57,3343.71,0,0,0
Q3,Finland,iPad,461.64,10,415.48,415.48,0,0,0
Q4,Finland,Apple Watch,407.03,0,407.03,407.03,0,0,0
Q1,Finland,Accessories,79.0,10,71.1,213.3,0,0,0
Q3,Finland,iPhone,739.56,2,724.77,1449.54,0,0,0
Q4,Finland,Mac,2125.7475000000004,5,2053.9725,3912.29,1,1,1
Q4,Finland,AirPods,166.2,5,157.89,157.89,0,0,0
Q1,Finland,AirPods,135.17,15,114.89,114.89,0,0,0
Q1,Finland,AirPods,161.07,2,157.85,157.85,0,0,0
Q1,Finland,Mac,2125.7475000000004,0,2053.9725,2638.07,1,1,0
Q1,Finland,Mac,1255.75,0,1255.75,3912.29,0,0,1
Q2,Finland,iPhone,842.72,7,783.73,3134.92,0,0,0
Q2,Finland,iPhone,892.91,5,848.26,848.26,0,0,0
Q2,Finland,AirPods,167.96,0,167.96,503.88,0,0,0
Q3,Finland,iPad,1019.21,0,1019.21,2038.42,0,0,0
Q4,Finland,Apple Watch,298.86,0,298.86,597.72,0,0,0
Q4,Finland,iPad,612.96,7,570.05,570.05,0,0,0
Q1,Finland,Apple Watch,387.23,2,379.49,758.98,0,0,0
Q1,Finland,Accessories,296.75,0,296.75,296.75,0,0,0
Q2,Finland,iPad,1080.99,10,972.89,3912.29,0,0,1
Q3,Finland,iPad,468.58,2,459.21,1377.63,0,0,0
Q4,Finland,AirPods,121.88,0,121.88,365.64,0,0,0
Q4,Finland,AirPods,534.29,15,454.15,1362.45,0,0,0
Q4,Finland,Accessories,122.76,15,104.35,208.7,0,0,0
Q1,Finland,iPhone,889.61,2,871.82,1743.64,0,0,0
Q1,Finland,iPhone,1026.61,0,1026.61,3079.83,0,0,0
Q1,Finland,Mac,1357.28,10,1221.55,1221.55,0,0,0
Q1,Finland,Accessories,38.01,0,38.01,38.01,0,0,0
Q1,Finland,Accessories,134.95,0,134.95,134.95,0,0,0
Q3,Finland,Accessories,82.5,15,70.12,210.36,0,0,0
Q4,Finland,iPhone,1060.59,0,1060.59,1060.59,0,0,0
Q4,Finland,Apple Watch,275.86,0,275.86,551.72,0,0,0
Q1,Finland,Mac,588.34,5,558.92,558.92,0,0,0
Q1,Finland,Mac,1243.62,3,1206.31,1206.31,0,0,0
Q2,Finland,Mac,1038.61,5,986.68,3912.29,0,0,1
Q3,Finland,iPad,425.14,2,416.64,416.64,0,0,0
Q1,France,iPhone,1142.85,0,1142.85,3428.55,0,0,0
Q1,France,Apple Watch,422.06,0,422.06,844.12,0,0,0
Q1,France,AirPods,234.46,0,234.46,1406.76,0,0,0
Q3,France,iPhone,926.33,0,926.33,926.33,0,0,0
Q2,France,iPad,498.06,0,498.06,996.12,0,0,0
Q4,France,Accessories,95.05,15,80.79,323.16,0,0,0
Q4,France,Apple Watch,320.09,0,320.09,960.27,0,0,0
Q2,France,iPhone,556.9,0,556.9,1670.7,0,0,0
Q2,France,iPhone,1266.77,0,1266.77,2533.54,0,0,0
Q3,France,iPhone,795.33,7,739.66,739.66,0,0,0
Q4,France,iPhone,939.32,0,939.32,939.32,0,0,0
Q4,France,iPad,489.04,0,489.04,489.04,0,0,0
Q4,France,iPad,1143.02,7,1063.01,1063.01,0,0,0
Q1,France,iPad,1153.28,0,1153.28,1153.28,0,0,0
Q2,France,Accessories,131.47,5,124.9,249.8,0,0,0
Q2,France,iPhone,723.59,0,723.59,723.59,0,0,0
Q3,France,Accessories,80.11,3,77.71,77.71,0,0,0
Q3,France,Accessories,36.38,3,35.29,176.45,0,0,0
Q4,France,iPhone,755.13,15,641.86,641.86,0,0,0
Q4,France,Mac,2125.7475000000004,5,2053.9725,3912.29,1,1,1
Q4,France,Accessories,122.07,3,118.41,118.41,0,0,0
Q2,France,iPad,492.32,2,482.47,482.47,0,0,0
Q3,France,Accessories,83.09,0,83.09,83.09,0,0,0
Q3,France,Apple Watch,853.86,15,725.78,1451.56,0,0,0
Q4,France,iPad,1015.11,0,1015.11,1015.11,0,0,0
Q4,France,iPad,585.98,0,585.98,585.98,0,0,0
Q1,France,Accessories,275.63,0,275.63,551.26,0,0,0
Q1,France,iPhone,459.48,10,413.53,1240.59,0,0,0
Q2,France,iPhone,1005.52,0,1005.52,2011.04,0,0,0
Q2,France,Accessories,96.0,0,96.0,384.0,0,0,0
Q3,France,iPhone,840.19,7,781.38,781.38,0,0,0
Q4,France,iPad,780.04,10,702.04,2106.12,0,0,0
Q4,France,iPhone,1034.61,5,982.88,982.88,0,0,0
Q4,France,Accessories,29.24,0,29.24,87.72,0,0,0
Q4,France,Mac,1164.96,0,1164.96,2329.92,0,0,0
Q3,France,Accessories,303.19,0,303.19,606.38,0,0,0
Q4,France,iPhone,922.28,0,922.28,922.28,0,0,0
Q2,France,iPhone,878.59,3,852.23,852.23,0,0,0
Q3,France,Apple Watch,419.5,0,419.5,419.5,0,0,0
Q3,France,Mac,2125.7475000000004,2,2053.9725,3912.29,1,1,1
Q4,France,Apple Watch,257.5,0,257.5,257.5,0,0,0
Q2,France,AirPods,175.75,0,175.75,175.75,0,0,0
Q2,France,iPhone,409.86,0,409.86,409.86,0,0,0
Q2,France,iPhone,1186.6,0,1186.6,1186.6,0,0,0
Q3,France,iPhone,1106.83,7,1029.35,1029.35,0,0,0
Q3,France,iPad,492.6,0,492.6,492.6,0,0,0
Q3,France,Apple Watch,761.64,0,761.64,3808.2,0,0,0
Q4,France,AirPods,265.39,7,246.81,987.24,0,0,0
Q4,France,iPhone,1010.48,0,1010.48,1010.48,0,0,0
Q1,France,Accessories,305.04,10,274.54,1647.24,0,0,0
Q2,France,Accessories,281.78,0,281.78,281.78,0,0,0
Q3,France,iPhone,656.78,10,591.1,591.1,0,0,0
Q4,France,iPad,423.38,0,423.38,423.38,0,0,0
Q1,France,iPad,471.56,5,447.98,447.98,0,0,0
Q1,France,iPhone,873.37,7,812.23,3912.29,0,0,1
Q2,France,iPhone,965.85,0,965.85,1931.7,0,0,0
Q3,France,iPhone,996.73,0,996.73,3912.29,0,0,1
Q4,France,Accessories,130.02,0,130.02,130.02,0,0,0
Q1,France,iPhone,1103.75,0,1103.75,1103.75,0,0,0
Q1,France,Accessories,130.15,0,130.15,130.15,0,0,0
Q2,France,iPad,1045.67,15,888.82,888.82,0,0,0
Q2,France,iPhone,1044.04,0,1044.04,1044.04,0,0,0
Q3,France,AirPods,126.8,5,120.46,240.92,0,0,0
Q3,France,AirPods,542.77,3,526.49,2105.96,0,0,0
Q4,France,iPad,478.43,5,454.51,454.51,0,0,0
Q4,France,Mac,1396.79,0,1396.79,1396.79,0,0,0
Q1,France,iPhone,1016.4,0,1016.4,3912.29,0,0,1
Q2,France,Mac,1025.14,0,1025.14,1025.14,0,0,0
Q1,France,Mac,2125.7475000000004,0,2053.9725,2551.63,1,1,0
Q2,France,Mac,1390.78,7,1293.43,1293.43,0,0,0
Q3,France,Accessories,81.9,7,76.17,76.17,0,0,0
Q4,France,Accessories,125.48,0,125.48,125.48,0,0,0
Q1,France,Accessories,126.98,15,107.93,107.93,0,0,0
Q1,France,Mac,638.65,0,638.65,1277.3,0,0,0
Q1,France,iPad,471.51,0,471.51,943.02,0,0,0
Q2,France,iPhone,980.34,0,980.34,1960.68,0,0,0
Q2,France,Apple Watch,232.86,15,197.93,197.93,0,0,0
Q2,France,AirPods,548.17,2,537.21,1074.42,0,0,0
Q2,France,Mac,1245.23,2,1220.33,1220.33,0,0,0
Q2,France,iPhone,442.17,5,420.06,420.06,0,0,0
Q3,France,Accessories,105.62,0,105.62,422.48,0,0,0
Q4,France,Mac,1139.67,10,1025.7,1025.7,0,0,0
Q4,France,Mac,2125.7475000000004,7,2053.9725,3912.29,1,1,1
Q1,France,iPhone,839.67,3,814.48,3257.92,0,0,0
Q2,France,Accessories,282.13,10,253.92,1269.6,0,0,0
Q3,France,iPad,565.82,10,509.24,1018.48,0,0,0
Q4,France,iPhone,973.81,7,905.64,2716.92,0,0,0
Q4,France,Accessories,30.74,0,30.74,92.22,0,0,0
Q4,France,Accessories,99.56,7,92.59,92.59,0,0,0
Q1,France,iPhone,970.87,0,970.87,970.87,0,0,0
Q1,France,Accessories,39.22,0,39.22,78.44,0,0,0
Q2,France,AirPods,128.84,0,128.84,386.52,0,0,0
Q1,France,Accessories,92.3,15,78.45,78.45,0,0,0
Q1,France,AirPods,262.9,10,236.61,946.44,0,0,0
Q3,France,AirPods,265.88,0,265.88,1329.4,0,0,0
Q4,France,iPhone,880.27,0,880.27,880.27,0,0,0
Q1,France,iPhone,1151.17,0,1151.17,2302.34,0,0,0
Q1,France,iPad,589.67,0,589.67,1769.01,0,0,0
Q2,France,iPhone,1007.86,5,957.47,1914.94,0,0,0
Q2,France,AirPods,124.99,0,124.99,124.99,0,0,0
Q3,France,Mac,1313.69,7,1221.73,3665.19,0,0,0
Q4,France,Mac,1922.21,3,1864.54,1864.54,0,0,0
Q4,France,iPad,592.97,0,592.97,1185.94,0,0,0
Q4,France,iPad,753.4,5,715.73,2862.92,0,0,0
Q4,France,Mac,1200.54,0,1200.54,1200.54,0,0,0
Q4,France,Mac,618.31,10,556.48,556.48,0,0,0
Q1,France,iPhone,1074.67,0,1074.67,1074.67,0,0,0
Q1,France,Accessories,100.37,0,100.37,100.37,0,0,0
Q1,France,Mac,1344.06,3,1303.74,2607.48,0,0,0
Q2,France,Accessories,79.15,3,76.78,76.78,0,0,0
Q3,France,iPhone,873.43,0,873.43,873.43,0,0,0
Q4,France,Mac,583.78,5,554.59,3327.54,0,0,0
Q4,France,iPad,1064.27,0,1064.27,2128.54,0,0,0
Q4,France,Accessories,27.18,0,27.18,108.72,0,0,0
Q4,France,Apple Watch,254.64,0,254.64,1018.56,0,0,0
Q1,France,Mac,1347.86,15,1145.68,1145.68,0,0,0
Q1,France,Accessories,102.85,0,102.85,308.55,0,0,0
Q1,France,Accessories,30.8,10,27.72,55.44,0,0,0
Q2,France,Mac,1096.95,10,987.26,3912.29,0,0,1
Q3,France,Apple Watch,231.65,2,227.02,454.04,0,0,0
Q4,France,Mac,1384.6,0,1384.6,3912.29,0,0,1
Q4,France,iPhone,431.38,3,418.44,1255.32,0,0,0
Q1,France,Accessories,79.47,3,77.09,231.27,0,0,0
Q1,France,iPhone,859.75,3,833.96,833.96,0,0,0
Q1,France,Accessories,296.06,10,266.45,532.9,0,0,0
Q2,France,Accessories,315.1,7,293.04,586.08,0,0,0
Q2,France,Apple Watch,305.87,5,290.58,871.74,0,0,0
Q2,France,iPhone,1156.37,0,1156.37,1156.37,0,0,0
Q3,France,iPhone,1055.94,0,1055.94,1055.94,0,0,0
Q4,France,iPhone,946.28,15,804.34,2413.02,0,0,0
Q1,France,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q1,France,iPhone,1108.35,0,1108.35,3325.05,0,0,0
Q1,France,AirPods,255.91,7,238.0,1190.0,0,0,0
Q2,France,Mac,1104.04,0,1104.04,3312.12,0,0,0
Q2,France,Accessories,101.16,15,85.99,85.99,0,0,0
Q2,France,Accessories,106.12,0,106.12,530.6,0,0,0
Q3,France,iPad,471.41,0,471.41,1414.23,0,0,0
Q4,France,Mac,1013.87,0,1013.87,2027.74,0,0,0
Q1,France,iPhone,433.6,7,403.25,806.5,0,0,0
Q1,France,AirPods,161.27,10,145.14,145.14,0,0,0
Q1,France,Mac,1137.68,5,1080.8,3912.29,0,0,1
Q3,France,iPhone,1100.42,0,1100.42,3301.26,0,0,0
Q3,France,Accessories,321.75,7,299.23,897.69,0,0,0
Q3,France,iPhone,913.95,0,913.95,913.95,0,0,0
Q4,France,Mac,1120.71,10,1008.64,2017.28,0,0,0
Q4,France,Accessories,39.64,0,39.64,79.28,0,0,0
Q1,France,Accessories,91.66,0,91.66,274.98,0,0,0
Q1,France,Mac,1313.7,15,1116.64,1116.64,0,0,0
Q1,France,Mac,2013.36,0,2013.36,2013.36,0,0,0
Q3,France,iPad,588.55,0,588.55,588.55,0,0,0
Q3,France,iPhone,789.82,15,671.35,1342.7,0,0,0
Q3,France,iPhone,741.4,0,741.4,1482.8,0,0,0
Q2,France,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q3,France,iPad,461.14,3,447.31,447.31,0,0,0
Q4,France,iPhone,815.24,10,733.72,733.72,0,0,0
Q1,France,iPad,591.07,0,591.07,3912.29,0,0,1
Q2,France,Accessories,281.4,7,261.7,523.4,0,0,0
Q4,France,iPhone,605.44,0,605.44,1210.88,0,0,0
Q1,France,iPhone,1229.39,0,1229.39,1229.39,0,0,0
Q1,France,iPhone,442.2,0,442.2,884.4,0,0,0
Q1,France,iPhone,932.65,0,932.65,932.65,0,0,0
Q2,France,iPhone,585.86,2,574.14,1148.28,0,0,0
Q2,France,Accessories,83.95,0,83.95,83.95,0,0,0
Q4,France,AirPods,158.99,0,158.99,158.99,0,0,0
Q4,France,iPad,424.65,10,382.19,1528.76,0,0,0
Q4,France,Apple Watch,261.77,0,261.77,261.77,0,0,0
Q1,France,AirPods,564.65,0,564.65,564.65,0,0,0
Q2,France,Accessories,277.35,10,249.62,249.62,0,0,0
Q3,France,Accessories,80.41,5,76.39,76.39,0,0,0
Q4,France,Accessories,128.85,0,128.85,257.7,0,0,0
Q4,France,Apple Watch,429.13,3,416.26,1248.78,0,0,0
Q4,France,Accessories,94.39,0,94.39,188.78,0,0,0
Q2,France,Apple Watch,284.15,15,241.53,241.53,0,0,0
Q3,France,Apple Watch,812.1,5,771.5,771.5,0,0,0
Q3,France,iPhone,1259.1,0,1259.1,1259.1,0,0,0
Q4,France,Apple Watch,386.59,0,386.59,386.59,0,0,0
Q1,France,Accessories,103.14,15,87.67,87.67,0,0,0
Q1,France,iPhone,909.8,15,773.33,1546.66,0,0,0
Q1,France,Accessories,40.92,10,36.83,36.83,0,0,0
Q1,France,iPad,757.75,15,644.09,1932.27,0,0,0
Q2,France,Accessories,85.04,5,80.79,80.79,0,0,0
Q2,France,AirPods,168.49,0,168.49,336.98,0,0,0
Q2,France,iPad,759.15,15,645.28,1290.56,0,0,0
Q3,France,iPhone,883.75,0,883.75,883.75,0,0,0
Q3,France,AirPods,567.65,0,567.65,1135.3,0,0,0
Q4,France,Mac,1249.26,3,1211.78,1211.78,0,0,0
Q1,France,Accessories,85.27,15,72.48,72.48,0,0,0
Q1,France,Mac,1169.41,10,1052.47,1052.47,0,0,0
Q2,France,Accessories,30.67,2,30.06,30.06,0,0,0
Q2,France,iPhone,828.25,7,770.27,2310.81,0,0,0
Q4,France,iPhone,928.55,3,900.69,3602.76,0,0,0
Q2,France,Accessories,100.99,0,100.99,100.99,0,0,0
Q3,France,iPad,415.49,0,415.49,415.49,0,0,0
Q3,France,iPhone,860.02,3,834.22,834.22,0,0,0
Q3,France,iPhone,615.28,0,615.28,1230.56,0,0,0
Q1,France,Mac,1176.53,7,1094.17,2188.34,0,0,0
Q2,France,AirPods,134.88,15,114.65,229.3,0,0,0
Q4,France,Accessories,101.09,10,90.98,181.96,0,0,0
Q4,France,iPhone,781.88,0,781.88,2345.64,0,0,0
Q1,France,iPad,605.55,15,514.72,1544.16,0,0,0
Q1,France,Mac,2125.7475000000004,3,2053.9725,2615.18,1,1,0
Q2,France,Accessories,133.0,15,113.05,226.1,0,0,0
Q2,France,Mac,2059.67,10,1853.7,3707.4,0,0,0
Q3,France,Accessories,98.87,0,98.87,98.87,0,0,0
Q4,France,iPhone,1185.02,3,1149.47,1149.47,0,0,0
Q1,France,Mac,1283.01,2,1257.35,2514.7,0,0,0
Q2,France,iPad,1021.89,5,970.8,970.8,0,0,0
Q2,France,iPhone,694.85,15,590.62,590.62,0,0,0
Q2,France,AirPods,261.63,0,261.63,523.26,0,0,0
Q3,France,Accessories,120.99,15,102.84,205.68,0,0,0
Q3,France,AirPods,130.42,0,130.42,130.42,0,0,0
Q4,France,AirPods,155.9,5,148.1,148.1,0,0,0
Q4,France,iPad,792.2,15,673.37,3366.85,0,0,0
Q1,France,Mac,2125.7475000000004,2,2053.9725,3912.29,1,1,1
Q1,France,Mac,2125.7475000000004,3,2053.9725,3912.29,1,1,1
Q3,France,Accessories,39.73,0,39.73,39.73,0,0,0
Q3,France,Mac,1109.49,0,1109.49,3328.47,0,0,0
Q3,France,iPad,786.04,5,746.74,746.74,0,0,0
Q4,France,iPad,568.74,3,551.68,3912.29,0,0,1
Q4,France,Accessories,92.47,0,92.47,277.41,0,0,0
Q4,France,Accessories,79.27,5,75.31,225.93,0,0,0
Q1,France,AirPods,157.09,10,141.38,141.38,0,0,0
Q1,France,Accessories,120.34,2,117.93,117.93,0,0,0
Q2,France,AirPods,125.42,7,116.64,116.64,0,0,0
Q2,France,Mac,1099.95,0,1099.95,3912.29,0,0,1
Q3,France,iPad,491.88,2,482.04,964.08,0,0,0
Q3,France,Accessories,77.05,0,77.05,77.05,0,0,0
Q4,France,Apple Watch,267.85,0,267.85,267.85,0,0,0
Q2,France,iPhone,1154.82,10,1039.34,1039.34,0,0,0
Q2,France,Accessories,133.08,2,130.42,1043.36,0,0,0
Q3,France,iPhone,1015.4,15,863.09,1726.18,0,0,0
Q4,France,iPhone,1053.28,15,895.29,1790.58,0,0,0
Q1,France,iPhone,738.17,7,686.5,2059.5,0,0,0
Q2,France,iPhone,1025.75,0,1025.75,3912.29,0,0,1
Q4,France,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q2,France,Accessories,29.19,0,29.19,116.76,0,0,0
Q2,France,iPhone,707.99,0,707.99,707.99,0,0,0
Q3,France,iPad,832.36,5,790.74,790.74,0,0,0
Q1,France,Accessories,135.28,2,132.57,132.57,0,0,0
Q2,France,Mac,2016.9,0,2016.9,2016.9,0,0,0
Q2,France,iPhone,920.77,10,828.69,1657.38,0,0,0
Q3,France,iPhone,940.09,2,921.29,921.29,0,0,0
Q4,France,Accessories,29.32,15,24.92,24.92,0,0,0
Q1,France,iPhone,837.52,10,753.77,753.77,0,0,0
Q1,France,iPad,473.06,10,425.75,425.75,0,0,0
Q2,France,iPhone,963.7,0,963.7,1927.4,0,0,0
Q4,France,Accessories,28.5,7,26.5,53.0,0,0,0
Q4,France,iPhone,968.25,10,871.43,871.43,0,0,0
Q4,France,Apple Watch,411.12,0,411.12,411.12,0,0,0
Q2,France,iPad,465.84,7,433.23,866.46,0,0,0
Q2,France,iPhone,439.31,0,439.31,439.31,0,0,0
Q3,France,Apple Watch,402.29,0,402.29,402.29,0,0,0
Q4,France,iPhone,735.99,0,735.99,1471.98,0,0,0
Q4,France,Mac,1287.79,2,1262.03,2524.06,0,0,0
Q2,Germany,AirPods,251.92,2,246.88,246.88,0,0,0
Q3,Germany,AirPods,268.6,0,268.6,537.2,0,0,0
Q3,Germany,AirPods,550.85,3,534.32,1602.96,0,0,0
Q1,Germany,iPhone,940.94,0,940.94,3912.29,0,0,1
Q1,Germany,Accessories,132.5,15,112.62,112.62,0,0,0
Q1,Germany,Apple Watch,850.72,0,850.72,1701.44,0,0,0
Q1,Germany,AirPods,582.34,2,570.69,1712.07,0,0,0
Q2,Germany,Accessories,105.12,15,89.35,89.35,0,0,0
Q2,Germany,Mac,2125.7475000000004,7,2053.9725,3912.29,1,1,1
Q4,Germany,iPhone,1016.35,0,1016.35,3912.29,0,0,1
Q2,Germany,Mac,1372.74,0,1372.74,3912.29,0,0,1
Q2,Germany,Accessories,133.39,0,133.39,266.78,0,0,0
Q2,Germany,iPhone,929.58,0,929.58,929.58,0,0,0
Q2,Germany,iPad,560.65,3,543.83,543.83,0,0,0
Q3,Germany,AirPods,136.56,0,136.56,273.12,0,0,0
Q3,Germany,iPhone,944.53,5,897.3,897.3,0,0,0
Q4,Germany,iPad,563.24,15,478.75,478.75,0,0,0
Q1,Germany,iPhone,942.88,3,914.59,914.59,0,0,0
